Platform,File Sys,App,API,R/W,I/O Time(s),I/O b/w (MiB/s),Total Bytes,Start,End,Job ID
edison,scratch1,HACC-IO,GLEAN,read,52.686001,40737.652926,2250562879488,1488276022,1488276076,4173777
edison,scratch3,IOR,MPIIO,write,19.229219,27265.173619,549755813888,1488276052,1488276090,4173779
edison,scratch3,VPIC-IO,H5Part,write,82.963116,25278.124871,2199023259968,1488276094,1488276213,4173777
edison,scratch3,IOR,POSIX,write,50.953782,41157.926536,2199023255552,1488276102,1488276155,4173779
edison,scratch3,IOR,MPIIO,read,30.490927,17194.885693,549755813888,1488276173,1488276212,4173779
edison,scratch3,IOR,POSIX,read,54.672129,38358.703480,2199023255552,1488276223,1488276278,4173779
edison,scratch1,BD-CATS-IO,H5Part,read,74.852653,21013.103312,1649291067392,1488276230,1488276311,4173777
edison,scratch3,HACC-IO,GLEAN,write,41.229314,52057.718530,2250562879488,1488276296,1488276338,4173779
edison,scratch3,HACC-IO,GLEAN,read,60.848684,35272.809349,2250562879488,1488276358,1488276419,4173779
edison,scratch3,VPIC-IO,H5Part,write,72.342837,28989.076022,2199023259968,1488276437,1488276542,4173779
edison,scratch3,BD-CATS-IO,H5Part,read,66.964289,23488.437815,1649291067392,1488276560,1488276672,4173779
edison,scratch1,IOR,MPIIO,write,28.004281,18721.708984,549755813888,1488361668,1488361733,4197395
edison,scratch1,IOR,POSIX,write,74.423183,28178.746413,2199023255552,1488361746,1488361821,4197395
edison,scratch1,IOR,MPIIO,read,55.164227,9504.130234,549755813888,1488361840,1488361951,4197395
edison,scratch1,IOR,POSIX,read,62.001186,33824.385028,2199023255552,1488361964,1488362028,4197395
edison,scratch2,IOR,MPIIO,write,32.918768,15926.719783,549755813888,1488362033,1488362084,4197396
edison,scratch1,HACC-IO,GLEAN,write,71.845649,29873.820609,2250562879488,1488362046,1488362159,4197395
edison,scratch2,IOR,POSIX,write,92.916404,22570.309542,2199023255552,1488362099,1488362192,4197396
edison,scratch1,HACC-IO,GLEAN,read,65.296237,32870.255725,2250562879488,1488362178,1488362244,4197395
edison,scratch2,IOR,MPIIO,read,35.493014,14771.582897,549755813888,1488362210,1488362294,4197396
edison,scratch2,VPIC-IO,H5Part,write,98.718188,21243.825942,2199023259968,1488362263,1488362394,4197395
edison,scratch2,IOR,POSIX,read,71.598325,29290.517712,2199023255552,1488362305,1488362384,4197396
edison,scratch2,HACC-IO,GLEAN,write,91.582232,23435.812419,2250562879488,1488362403,1488362496,4197396
edison,scratch1,BD-CATS-IO,H5Part,read,138.07789,11391.298994,1649291067392,1488362415,1488362568,4197395
edison,scratch2,HACC-IO,GLEAN,read,74.002179,29003.254140,2250562879488,1488362515,1488362590,4197396
edison,scratch2,VPIC-IO,H5Part,write,90.195948,23251.066681,2199023259968,1488362609,1488362743,4197396
edison,scratch3,IOR,MPIIO,write,136.076418,3852.893882,549755813888,1488362652,1488362844,4197397
edison,scratch2,BD-CATS-IO,H5Part,read,98.64423,15945.043484,1649291067392,1488362761,1488362873,4197396
edison,scratch3,IOR,POSIX,write,108.662607,19299.665808,2199023255552,1488362856,1488362966,4197397
edison,scratch3,IOR,MPIIO,read,149.261551,3512.545568,549755813888,1488362986,1488363302,4197397
edison,scratch3,IOR,POSIX,read,121.938536,17198.435130,2199023255552,1488363315,1488363437,4197397
edison,scratch3,HACC-IO,GLEAN,write,116.98148,18347.383003,2250562879488,1488363455,1488363573,4197397
edison,scratch3,HACC-IO,GLEAN,read,176.818416,12138.464193,2250562879488,1488363599,1488363776,4197397
