# platform,file_sys,app,api,rw,io_time,agg_perf_by_slowest,total_bytes,total_opens,total_rws,start_time,end_time,jobid
mira,mira-fs1,IOR,POSIX,write,68.072878,15403.726495,1099511627776,16384,262144,1489955134,1489955205,1051805
mira,mira-fs1,HACC-IO,GLEAN,write,98.853669,15911.035647,1649267703808,32768,163840,1489955212,1489955313,1051805
mira,mira-fs1,VPIC-IO,H5Part,write,62.530164,16769.122857,1099511632192,16385,66578,1489955320,1489955413,1051805
mira,mira-fs1,IOR,MPIIO,read,80.788711,12979.239173,1099511627776,32768,66560,1489955420,1489955527,1051805
mira,mira-fs1,IOR,POSIX,read,53.90475,19452.385859,1099511627776,16384,262144,1489955534,1489955604,1051805
mira,mira-fs1,HACC-IO,GLEAN,read,86.324399,18220.390318,1649267703808,32768,163840,1489955611,1489955698,1051805
mira,mira-fs1,BD-CATS-IO,H5Part,read,61.305214,12831.082362,824822726656,32768,557824,1489955705,1489955796,1051805
mira,mira-fs1,IOR,MPIIO,write,74.609407,14054.206392,1099511627776,32769,66560,1490109816,1490109916,1052358
mira,mira-fs1,IOR,POSIX,write,69.984335,14983.010160,1099511627776,16384,262144,1490109923,1490109995,1052358
mira,mira-fs1,HACC-IO,GLEAN,write,93.240488,16868.897592,1649267703808,32768,163840,1490110002,1490110097,1052358
mira,mira-fs1,VPIC-IO,H5Part,write,59.441374,17640.507411,1099511632192,16385,66578,1490110105,1490110189,1052358
mira,mira-fs1,IOR,MPIIO,read,81.71264,12832.482169,1099511627776,32768,66560,1490110195,1490110313,1052358
mira,mira-fs1,IOR,POSIX,read,53.025502,19774.937598,1099511627776,16384,262144,1490110320,1490110381,1052358
mira,mira-fs1,HACC-IO,GLEAN,read,88.331849,17806.309553,1649267703808,32768,163840,1490110388,1490110477,1052358
mira,mira-fs1,BD-CATS-IO,H5Part,read,64.354619,12223.089228,824822726656,32768,557824,1490110485,1490110572,1052358
mira,mira-fs1,IOR,MPIIO,write,81.103914,12928.796569,1099511627776,32769,66560,1490127464,1490127571,1053486
mira,mira-fs1,IOR,POSIX,write,71.072727,14753.563581,1099511627776,16384,262144,1490127578,1490127651,1053486
mira,mira-fs1,HACC-IO,GLEAN,write,92.686662,16969.693607,1649267703808,32768,163840,1490127659,1490127753,1053486
mira,mira-fs1,VPIC-IO,H5Part,write,57.471857,18245.034450,1099511632192,16385,66578,1490127760,1490127841,1053486
mira,mira-fs1,IOR,MPIIO,read,74.008084,14168.398155,1099511627776,32768,66560,1490127848,1490127966,1053486
mira,mira-fs1,IOR,POSIX,read,52.583976,19940.979863,1099511627776,16384,262144,1490127973,1490128032,1053486
mira,mira-fs1,HACC-IO,GLEAN,read,87.147596,18048.280381,1649267703808,32768,163840,1490128039,1490128127,1053486
mira,mira-fs1,BD-CATS-IO,H5Part,read,70.315195,11186.945427,824822726656,32768,557824,1490128135,1490128224,1053486
mira,mira-fs1,IOR,MPIIO,write,291.514516,3596.994116,1099511627776,32769,66560,1490214023,1490214672,1054546
mira,mira-fs1,IOR,POSIX,write,182.301723,5751.871031,1099511627776,16384,262144,1490214679,1490214864,1054546
mira,mira-fs1,HACC-IO,GLEAN,write,193.250713,8138.982912,1649267703808,32768,163840,1490214871,1490215066,1054546
mira,mira-fs1,VPIC-IO,H5Part,write,268.392616,3906.873522,1099511632192,16385,66578,1490215073,1490215642,1054546
mira,mira-fs1,IOR,MPIIO,read,543.003485,1931.066797,1099511627776,32768,66560,1490215652,1490216665,1054546
mira,mira-fs1,IOR,POSIX,read,146.980583,7134.112414,1099511627776,16384,262144,1490216673,1490216828,1054546
mira,mira-fs1,HACC-IO,GLEAN,read,90.757776,17330.352582,1649267703808,32768,163840,1490216835,1490216927,1054546
mira,mira-fs1,BD-CATS-IO,H5Part,read,60.132828,13081.244905,824822726656,32768,557824,1490216935,1490217018,1054546
mira,mira-fs1,IOR,MPIIO,write,75.288971,13927.351950,1099511627776,32769,66560,1490303674,1490303778,1055550
mira,mira-fs1,IOR,POSIX,write,72.129098,14537.489425,1099511627776,16384,262144,1490303785,1490303860,1055550
mira,mira-fs1,HACC-IO,GLEAN,write,119.023137,13214.777360,1649267703808,32768,163840,1490303868,1490303988,1055550
mira,mira-fs1,VPIC-IO,H5Part,write,61.837928,16956.842556,1099511632192,16385,66578,1490303995,1490304087,1055550
mira,mira-fs1,IOR,MPIIO,read,75.905415,13814.245023,1099511627776,32768,66560,1490304094,1490304203,1055550
mira,mira-fs1,IOR,POSIX,read,53.507728,19596.720681,1099511627776,16384,262144,1490304210,1490304273,1055550
mira,mira-fs1,HACC-IO,GLEAN,read,85.693744,18354.481528,1649267703808,32768,163840,1490304281,1490304367,1055550
mira,mira-fs1,BD-CATS-IO,H5Part,read,66.116228,11897.415666,824822726656,32768,557824,1490304375,1490304471,1055550
mira,mira-fs1,IOR,MPIIO,write,82.947711,12641.409737,1099511627776,32769,66560,1490394372,1490394491,1056656
mira,mira-fs1,IOR,POSIX,write,67.24542,15593.270203,1099511627776,16384,262144,1490394498,1490394568,1056656
mira,mira-fs1,HACC-IO,GLEAN,write,105.738939,14874.976689,1649267703808,32768,163840,1490394575,1490394683,1056656
mira,mira-fs1,VPIC-IO,H5Part,write,57.780715,18147.508304,1099511632192,16385,66578,1490394690,1490394776,1056656
mira,mira-fs1,IOR,MPIIO,read,79.473811,13193.981555,1099511627776,32768,66560,1490394782,1490394890,1056656
mira,mira-fs1,IOR,POSIX,read,53.017832,19777.798625,1099511627776,16384,262144,1490394897,1490394957,1056656
mira,mira-fs1,HACC-IO,GLEAN,read,84.79546,18548.920594,1649267703808,32768,163840,1490394965,1490395050,1056656
mira,mira-fs1,BD-CATS-IO,H5Part,read,68.901711,11416.440040,824822726656,32768,557824,1490395058,1490395156,1056656
mira,mira-fs1,IOR,MPIIO,write,74.217541,14128.411998,1099511627776,32769,66560,1490490366,1490490468,1057826
mira,mira-fs1,IOR,POSIX,write,71.446613,14676.357091,1099511627776,16384,262144,1490490475,1490490549,1057826
mira,mira-fs1,HACC-IO,GLEAN,write,93.428843,16834.889525,1649267703808,32768,163840,1490490556,1490490651,1057826
mira,mira-fs1,VPIC-IO,H5Part,write,60.357453,17372.767610,1099511632192,16385,66578,1490490659,1490490744,1057826
mira,mira-fs1,IOR,MPIIO,read,72.426953,14477.704235,1099511627776,32768,66560,1490490752,1490490858,1057826
mira,mira-fs1,IOR,POSIX,read,52.66685,19909.601624,1099511627776,16384,262144,1490490865,1490490923,1057826
mira,mira-fs1,HACC-IO,GLEAN,read,85.801857,18331.354352,1649267703808,32768,163840,1490490930,1490491017,1057826
mira,mira-fs1,BD-CATS-IO,H5Part,read,59.964962,13117.864650,824822726656,32768,557824,1490491025,1490491112,1057826
mira,mira-fs1,IOR,MPIIO,write,69.193054,15154.353392,1099511627776,32769,66560,1490559473,1490559575,1058793
mira,mira-fs1,IOR,POSIX,write,71.656948,14633.277409,1099511627776,16384,262144,1490559582,1490559656,1058793
mira,mira-fs1,HACC-IO,GLEAN,write,94.260523,16686.351827,1649267703808,32768,163840,1490559663,1490559759,1058793
mira,mira-fs1,VPIC-IO,H5Part,write,57.477519,18243.236983,1099511632192,16385,66578,1490559766,1490559846,1058793
mira,mira-fs1,IOR,MPIIO,read,92.220562,11370.305946,1099511627776,32768,66560,1490559853,1490559971,1058793
mira,mira-fs1,IOR,POSIX,read,52.634525,19921.828711,1099511627776,16384,262144,1490559978,1490560042,1058793
mira,mira-fs1,HACC-IO,GLEAN,read,86.106826,18266.429373,1649267703808,32768,163840,1490560049,1490560136,1058793
mira,mira-fs1,BD-CATS-IO,H5Part,read,62.836592,12518.378547,824822726656,32768,557824,1490560154,1490560242,1058793
mira,mira-fs1,IOR,MPIIO,write,108.155649,9695.064553,1099511627776,32769,66560,1490652032,1490652182,1060296
mira,mira-fs1,IOR,POSIX,write,69.516415,15083.861940,1099511627776,16384,262144,1490652189,1490652261,1060296
mira,mira-fs1,HACC-IO,GLEAN,write,92.274116,17045.562931,1649267703808,32768,163840,1490652269,1490652362,1060296
mira,mira-fs1,VPIC-IO,H5Part,write,58.973884,17780.344955,1099511632192,16385,66578,1490652370,1490652462,1060296
mira,mira-fs1,IOR,MPIIO,read,83.577722,12546.118511,1099511627776,32768,66560,1490652469,1490652592,1060296
mira,mira-fs1,IOR,POSIX,read,53.771522,19500.582411,1099511627776,16384,262144,1490652599,1490652663,1060296
mira,mira-fs1,HACC-IO,GLEAN,read,85.641076,18365.769288,1649267703808,32768,163840,1490652670,1490652756,1060296
mira,mira-fs1,BD-CATS-IO,H5Part,read,67.74073,11612.101772,824822726656,32768,557824,1490652764,1490652865,1060296
