"sys" "fs" "app" "api" "op" "NumMeasures" "min" "max" "mean" "median" "sum" "StandardDev" "Quantile.low" "Quantile.high" "CI.NNorm.low" "CI.NNorm.high" "StandardErr" "CI.Norm.StudT" "CI.Norm.Norm"
"mira" "mira-fs1" "HACC-IO" "GLEAN" "write" 16 0.0478873972404489 0.972806910314313 0.662045301084987 0.8116108715836 10.5927248173598 0.33961419380091 0.0659298088729047 0.971689128370628 0.923887489282286 0.612653270693937 0.0849035484502274 0.18096762976065 0.166407897122097
"mira" "mira-fs1" "IOR" "MPIIO" "write" 19 0.709625286931826 0.882745151572486 0.807555808466972 0.815707465988833 15.3435603608725 0.0440686204064918 0.72049044752721 0.881485065935459 0.833519670010091 0.793220850213826 0.0101100348912185 0.0212403951305669 0.0198153042692316
"mira" "mira-fs1" "IOR" "POSIX" "write" 19 0.630952080106993 0.874492408863492 0.805266413460832 0.817044285248885 15.3000618557558 0.0552360617423278 0.667375103447899 0.866080126379954 0.833665977466344 0.807833499814692 0.0126720216407358 0.0266229295594332 0.0248367060271543
"mira" "mira-fs1" "VPIC-IO" "H5Part" "write" 2 0.999167478485993 1 0.999583739242996 0.999583739242996 1.99916747848599 0.000588681608038065 0.999188291523843 0.99997918696215 1 0.999167478485993 0.000416260757003517 0.00528909440212175 0.000815856091904272
"edison" "scratch1" "HACC-IO" "GLEAN" "write" 18 0.095417736875695 1 0.783769048287063 0.827571138850222 14.1078428691671 0.195804046016106 0.326789936817902 0.984993931642623 0.847566339025529 0.789695685105901 0.0461514562405838 0.0973710613160762 0.0904551920656205
"edison" "scratch1" "IOR" "MPIIO" "write" 18 0.0545959407130054 0.543489627303846 0.294058429873314 0.213682438277787 5.29305173771966 0.171711907577959 0.0728596103221617 0.538286290363966 0.510549174959752 0.20467297063699 0.0404728847529507 0.085390322731628 0.0793253964662237
"edison" "scratch1" "IOR" "POSIX" "write" 18 0.168232879430374 0.94282400583662 0.768265395196758 0.817060319210487 13.8287771135416 0.175790322135932 0.343969926019696 0.927436809001165 0.84314788060821 0.774063846614233 0.0414341762830951 0.0874184705767657 0.08120949324395
"edison" "scratch1" "VPIC-IO" "H5Part" "write" 10 0.635249145432814 0.772484589397122 0.700545158284082 0.703943332804843 7.00545158284082 0.0504839843059934 0.63550687340385 0.770161423771859 0.748612021355936 0.653528931727691 0.0159644375767134 0.036114066814207 0.0312897226837961
