,# platform,file_sys,app,api,rw,io_time,agg_perf_by_slowest,total_bytes,total_opens,total_rws,start_time,end_time,jobid,ggio_bytes_read,ggio_bytes_written,ggio_opens,ggio_closes,ggio_read_reqs,ggio_write_reqs,ggio_read_dirs,ggio_inoded_updates
280,mira,mira-fs1,HACC-IO,GLEAN,write,93.428843,16834.889525,1649267703808,32768,163840,1490490556,1490490651,1057826,52861.0,1.64078851368e+12,54899.0,40546.0,0.0,226811.0,0.0,58625.0
281,mira,mira-fs1,VPIC-IO,H5Part,write,60.357453,17372.76761,1099511632192,16385,66578,1490490659,1490490744,1057826,2634434.0,1.08537329289e+12,35253.0,27455.0,1.0,143656.0,1.0,2644.0
282,mira,mira-fs1,IOR,MPIIO,read,72.426953,14477.704235,1099511627776,32768,66560,1490490752,1490490858,1057826,1.07400897247e+12,173712919.0,38454.0,42805.0,130022.0,17853.0,0.0,3210.0
283,mira,mira-fs1,IOR,POSIX,read,52.66685,19909.601624,1099511627776,16384,262144,1490490865,1490490923,1057826,1.09156699907e+12,83105064.0,35176.0,44286.0,245867.0,9947.0,0.0,5914.0
284,mira,mira-fs1,HACC-IO,GLEAN,read,85.801857,18331.354352,1649267703808,32768,163840,1490490930,1490491017,1057826,1.63421989836e+12,3412763357.0,45294.0,52030.0,200852.0,14465.0,0.0,5538.0
285,mira,mira-fs1,BD-CATS-IO,H5Part,read,59.964962,13117.86465,824822726656,32768,557824,1490491025,1490491112,1057826,8.12233299968e+11,543897381.0,30937.0,42078.0,303255.0,22222.0,0.0,7098.0
286,mira,mira-fs1,IOR,MPIIO,write,69.193054,15154.353392,1099511627776,32769,66560,1490559473,1490559575,1058793,6975795932.0,1548822346.0,1652.0,1510.0,4672.0,12383.0,41.0,898.0
287,mira,mira-fs1,IOR,POSIX,write,71.656948,14633.277409,1099511627776,16384,262144,1490559582,1490559656,1058793,5060871559.0,1123655427.0,1199.0,1095.0,3389.0,8983.0,29.0,651.0
288,mira,mira-fs1,HACC-IO,GLEAN,write,94.260523,16686.351827,1649267703808,32768,163840,1490559663,1490559759,1058793,6565454995.0,1457715149.0,1555.0,1421.0,4397.0,11655.0,39.0,845.0
289,mira,mira-fs1,VPIC-IO,H5Part,write,57.477519,18243.236983,1099511632192,16385,66578,1490559766,1490559846,1058793,5471212496.0,1214762624.0,1296.0,1184.0,3664.0,9712.0,32.0,704.0
290,mira,mira-fs1,IOR,MPIIO,read,92.220562,11370.305946,1099511627776,32768,66560,1490559853,1490559971,1058793,8070038431.0,1791774871.0,1911.0,1747.0,5405.0,14325.0,47.0,1039.0
291,mira,mira-fs1,IOR,POSIX,read,52.634525,19921.828711,1099511627776,16384,262144,1490559978,1490560042,1058793,4376969996.0,971810100.0,1036.0,948.0,2932.0,7770.0,26.0,564.0
292,mira,mira-fs1,HACC-IO,GLEAN,read,86.106826,18266.429373,1649267703808,32768,163840,1490560049,1490560136,1058793,5949943589.0,1321054354.0,1409.0,1288.0,3985.0,10561.0,34.0,766.0
293,mira,mira-fs1,BD-CATS-IO,H5Part,read,62.836592,12518.378547,824822726656,32768,557824,1490560154,1490560242,1058793,6018333745.0,1336238887.0,1425.0,1303.0,4031.0,10683.0,35.0,775.0
294,mira,mira-fs1,IOR,MPIIO,write,108.155649,9695.064553,1099511627776,32769,66560,1490652032,1490652182,1060296,,,,,,,,
295,mira,mira-fs1,IOR,POSIX,write,69.516415,15083.86194,1099511627776,16384,262144,1490652189,1490652261,1060296,,,,,,,,
296,mira,mira-fs1,HACC-IO,GLEAN,write,92.274116,17045.562931,1649267703808,32768,163840,1490652269,1490652362,1060296,,,,,,,,
297,mira,mira-fs1,VPIC-IO,H5Part,write,58.973884,17780.344955,1099511632192,16385,66578,1490652370,1490652462,1060296,,,,,,,,
298,mira,mira-fs1,IOR,MPIIO,read,83.577722,12546.118511,1099511627776,32768,66560,1490652469,1490652592,1060296,,,,,,,,
299,mira,mira-fs1,IOR,POSIX,read,53.771522,19500.582411,1099511627776,16384,262144,1490652599,1490652663,1060296,,,,,,,,
300,mira,mira-fs1,HACC-IO,GLEAN,read,85.641076,18365.769288,1649267703808,32768,163840,1490652670,1490652756,1060296,,,,,,,,
301,mira,mira-fs1,BD-CATS-IO,H5Part,read,67.74073,11612.101772,824822726656,32768,557824,1490652764,1490652865,1060296,,,,,,,,
